customer_id,plan_type,monthly_fee,tenure_months,avg_weekly_usage_hours,last_login_days,support_tickets,payment_failures,discount_used,churn_flag
1326,Basic,273,22,5.0,10,0,0,No,1
1327,Basic,203,35,2.7,59,2,0,Yes,0
1328,Standard,494,25,8.5,58,0,0,No,0
1329,Standard,434,8,6.7,13,0,0,Yes,0
1330,Standard,477,17,3.6,6,1,0,Yes,1
1331,Standard,417,18,4.6,4,2,0,Yes,0
1332,Standard,462,12,8.1,57,1,1,No,0
1333,Basic,220,33,5.6,39,1,2,No,0
1334,Premium,860,23,5.2,28,1,1,No,1
1335,Premium,754,12,7.5,16,1,0,No,0
1336,Standard,415,11,5.7,29,1,0,Yes,0
1337,Basic,274,13,8.5,24,0,0,Yes,0
1338,Standard,487,35,5.2,13,2,0,No,0
1339,Basic,254,27,4.9,58,2,0,No,1
1340,Basic,215,25,6.0,41,0,3,No,1
1341,Basic,272,3,7.9,21,0,1,No,1
1342,Standard,490,25,6.5,43,1,1,No,0
1343,Premium,844,10,6.2,4,1,0,No,0
1344,Standard,443,17,4.4,39,1,1,No,1
1345,Standard,494,3,4.1,27,3,0,No,1
1346,Basic,276,22,7.9,11,0,0,No,0
1347,Basic,254,14,8.1,35,2,0,No,0
1348,Basic,278,27,8.1,59,1,0,No,0
1349,Premium,748,20,7.6,12,2,0,No,1
1350,Basic,256,18,6.9,56,1,1,Yes,0
1351,Premium,716,13,6.9,20,1,0,No,0
1352,Standard,478,6,6.3,31,0,1,No,0
1353,Basic,279,10,7.1,48,1,1,Yes,1
1354,Standard,405,29,5.9,55,1,1,No,1
1355,Standard,474,6,7.1,56,1,0,No,0
1356,Premium,708,11,7.8,20,0,1,No,1
1357,Premium,767,25,3.5,36,4,0,Yes,0
1358,Basic,283,30,8.2,37,0,0,Yes,0
1359,Basic,201,20,5.9,8,2,0,No,0
1360,Standard,481,16,8.9,36,1,0,Yes,0
1361,Premium,807,31,8.5,1,2,0,Yes,0
1362,Basic,242,29,3.9,2,0,0,No,0
1363,Standard,497,6,6.0,42,1,0,No,0
1364,Standard,468,29,2.3,9,0,0,No,1
1365,Standard,412,32,5.2,34,4,2,No,1
1366,Basic,202,9,6.7,8,3,1,No,0
1367,Standard,416,23,7.7,39,3,1,No,0
1368,Premium,791,16,6.1,47,1,1,Yes,0
1369,Basic,297,18,6.9,53,0,0,No,0
1370,Basic,250,19,4.6,31,0,0,No,0
1371,Premium,736,2,6.0,20,3,0,No,0
1372,Basic,278,10,4.8,57,4,1,No,0
1373,Premium,846,12,6.6,33,0,1,No,0
1374,Standard,486,18,8.8,24,0,1,No,0
1375,Basic,297,19,5.9,41,2,1,No,1
1376,Premium,870,27,3.3,55,1,0,No,0
1377,Basic,249,14,6.4,31,1,0,No,0
1378,Standard,417,34,7.4,45,1,1,No,1
1379,Basic,266,2,4.2,36,3,0,No,0
1380,Standard,495,33,8.5,21,1,1,Yes,0
1381,Basic,264,19,4.8,24,0,0,No,0
1382,Basic,211,27,4.5,0,1,1,No,1
1383,Premium,888,30,2.4,44,0,0,No,0
1384,Basic,259,7,6.5,35,1,1,No,1
1385,Standard,428,27,9.6,20,0,0,No,0
1386,Basic,296,21,6.7,40,1,0,No,0
1387,Standard,428,7,4.5,15,1,0,No,1
1388,Basic,249,25,7.0,31,0,1,No,1
1389,Premium,786,18,7.6,59,3,1,Yes,0
1390,Standard,446,33,8.3,20,2,1,No,0
1391,Basic,231,33,3.5,52,0,2,No,0
1392,Basic,272,32,9.1,27,1,1,No,0
1393,Basic,280,25,6.4,59,0,0,No,1
1394,Standard,417,14,9.5,18,1,0,No,0
1395,Basic,269,4,6.3,55,1,0,No,0
1396,Premium,755,18,7.2,13,1,1,Yes,0
1397,Basic,217,10,4.1,22,2,1,Yes,0
1398,Basic,286,35,8.0,23,1,2,No,0
1399,Standard,477,35,3.8,19,0,1,Yes,0
1400,Standard,439,23,6.5,31,1,0,No,0
1401,Basic,240,25,5.1,39,1,0,No,0
1402,Basic,285,1,5.8,9,1,0,No,1
1403,Basic,250,18,8.2,51,1,1,No,1
1404,Standard,402,15,5.3,0,3,2,No,1
1405,Standard,402,25,8.2,30,1,0,No,0
1406,Standard,403,32,5.2,51,0,0,No,0
1407,Premium,739,20,6.3,36,0,1,No,0
1408,Premium,806,17,10.3,57,3,1,No,1
1409,Standard,485,11,6.2,14,1,2,No,0
1410,Premium,802,13,5.8,39,0,0,No,0
1411,Basic,259,25,6.3,30,1,3,No,0
1412,Basic,273,20,5.3,27,1,0,No,1
1413,Basic,253,25,4.0,9,1,0,No,0
1414,Basic,273,31,10.1,5,2,0,No,0
1415,Standard,411,1,5.2,14,1,1,No,1
1416,Premium,840,16,3.0,46,2,0,No,0
1417,Basic,258,28,5.7,26,2,2,Yes,0
1418,Basic,270,21,6.7,9,1,1,No,0
1419,Standard,423,30,5.6,20,1,0,Yes,0
1420,Premium,813,3,5.9,18,0,0,No,0
1421,Basic,242,34,5.7,3,1,0,No,1
1422,Standard,480,6,6.9,21,0,0,No,0
1423,Basic,208,29,7.6,37,2,3,No,1
1424,Basic,269,3,5.6,14,0,1,Yes,0
1425,Premium,748,33,11.2,5,2,0,Yes,0
1426,Premium,870,11,8.1,49,1,0,No,1
1427,Basic,212,5,6.0,10,1,1,No,1
1428,Premium,713,32,3.4,43,3,0,Yes,0
1429,Standard,414,18,6.2,29,0,0,No,0
1430,Premium,700,20,7.6,39,0,1,No,0
1431,Standard,428,28,7.6,23,3,2,No,1
1432,Standard,428,13,2.3,21,0,0,No,1
1433,Standard,480,26,6.2,29,3,0,No,1
1434,Standard,429,16,5.0,45,1,0,No,0
1435,Basic,275,25,9.0,3,2,0,No,0
1436,Basic,218,10,6.2,49,2,1,No,1
1437,Basic,247,29,1.4,5,1,0,No,0
1438,Standard,433,20,6.7,37,0,1,No,0
1439,Basic,221,26,2.1,25,0,0,Yes,1
1440,Standard,495,32,6.9,18,0,0,Yes,0
1441,Premium,813,24,11.2,1,0,0,Yes,0
1442,Basic,298,31,8.7,3,1,0,Yes,0
1443,Standard,459,12,6.5,55,4,1,No,0
1444,Basic,282,10,4.7,4,2,0,No,1
1445,Premium,753,6,8.5,46,2,0,No,1
1446,Basic,265,7,7.3,34,2,1,Yes,1
1447,Standard,406,31,5.5,28,1,0,Yes,0
1448,Premium,866,27,4.9,15,2,1,No,1
1449,Premium,757,8,4.2,44,1,0,Yes,0
1450,Standard,430,3,6.7,11,1,1,No,0
1451,Standard,491,21,5.2,20,1,1,No,0
1452,Standard,405,1,6.3,8,1,0,No,0
1453,Premium,700,15,7.9,10,1,1,No,0
1454,Standard,483,7,5.1,7,0,0,No,0
1455,Basic,204,15,7.3,59,3,0,No,1
1456,Premium,804,25,8.4,25,2,0,No,0
1457,Standard,434,3,6.8,31,2,2,Yes,1
1458,Standard,430,30,7.4,38,1,1,No,1
1459,Basic,243,14,6.8,3,2,1,No,0
1460,Standard,440,4,6.0,33,0,1,Yes,1
1461,Basic,251,3,7.7,27,0,0,Yes,0
1462,Standard,407,5,9.2,24,1,0,Yes,0
1463,Basic,273,25,7.7,50,1,0,No,0
1464,Standard,485,31,5.6,53,4,1,No,0
1465,Premium,812,11,5.7,54,0,0,No,1
1466,Basic,273,8,5.7,43,0,0,Yes,1
1467,Premium,875,26,7.9,34,1,0,Yes,0
1468,Basic,200,2,4.9,18,3,0,No,1
1469,Premium,893,28,4.0,34,0,0,Yes,0
1470,Standard,409,10,6.9,50,0,0,Yes,0
1471,Standard,448,21,6.0,50,1,0,No,1
1472,Standard,433,28,9.0,38,1,1,No,1
1473,Premium,820,33,1.5,28,2,1,No,0
1474,Basic,213,11,6.4,13,1,1,No,0
1475,Basic,273,1,5.2,20,0,1,No,0
1476,Standard,429,33,7.6,35,1,0,Yes,0
1477,Premium,790,3,5.4,37,1,0,No,0
1478,Standard,460,26,4.8,13,1,0,No,0
1479,Standard,426,15,7.9,39,0,0,No,0
1480,Basic,294,14,8.6,49,3,0,No,1
1481,Premium,851,23,5.8,59,2,1,No,0
1482,Basic,282,8,5.8,14,3,1,No,1
1483,Standard,490,20,8.5,50,0,1,Yes,1
1484,Basic,223,6,8.3,49,2,1,No,0
1485,Basic,273,33,8.1,29,1,2,Yes,0
1486,Basic,281,28,5.2,46,1,0,No,0
1487,Basic,290,30,4.7,54,3,0,No,1
1488,Standard,399,17,9.3,11,4,2,Yes,0
1489,Basic,257,9,7.2,49,1,1,No,1
1490,Basic,267,28,4.5,4,1,0,Yes,0
1491,Basic,272,7,5.8,26,0,1,No,0
1492,Basic,240,28,6.2,14,1,0,No,0
1493,Basic,232,17,5.8,25,2,1,No,1
1494,Basic,298,5,5.4,8,3,0,Yes,0
1495,Standard,464,5,8.5,39,1,0,No,0
1496,Standard,416,14,7.1,39,1,1,Yes,1
1497,Standard,475,6,10.5,34,3,1,No,1
1498,Standard,403,7,8.6,12,2,0,No,0
1499,Basic,218,17,6.3,44,1,1,Yes,0
1500,Premium,892,9,8.8,43,1,1,No,0
1501,Standard,473,31,6.7,46,2,0,No,1
1502,Standard,460,22,10.8,45,4,0,No,0
1503,Basic,292,9,5.4,32,0,0,Yes,0
1504,Basic,294,16,6.9,33,2,3,No,0
1505,Basic,230,34,4.8,54,3,1,Yes,1
1506,Basic,256,13,5.2,3,2,3,Yes,1
1507,Standard,448,19,5.3,12,2,2,No,0
1508,Standard,436,12,8.5,9,1,0,No,1
1509,Standard,453,10,6.4,52,1,0,No,0
1510,Standard,426,16,1.1,44,1,1,No,1
1511,Premium,772,28,6.2,0,0,1,Yes,0
1512,Standard,484,19,4.1,10,2,0,No,1
1513,Premium,779,6,5.1,49,2,0,No,1
1514,Basic,220,4,8.3,8,2,0,No,1
1515,Basic,241,30,3.3,37,0,0,No,1
1516,Basic,281,31,3.5,22,4,0,No,1
1517,Standard,479,27,2.7,12,1,1,No,1
1518,Premium,862,21,5.2,4,1,0,No,0
1519,Basic,294,9,2.6,24,1,0,No,0
1520,Premium,820,35,2.8,9,1,1,Yes,0
1521,Basic,250,21,5.5,4,1,0,No,0
1522,Premium,862,17,6.6,21,0,0,Yes,0
1523,Basic,226,24,4.2,41,1,1,No,1
1524,Basic,276,31,6.7,24,1,1,No,0
1525,Standard,456,6,6.2,36,1,0,No,1
1526,Basic,234,35,7.1,19,0,0,No,0
1527,Basic,268,13,3.9,27,2,0,No,0
1528,Basic,207,25,10.0,20,1,0,No,0
1529,Premium,719,32,3.7,10,2,2,No,0
1530,Standard,462,1,4.7,28,3,0,Yes,0
1531,Basic,274,35,7.0,4,0,0,No,0
1532,Standard,459,19,6.2,36,2,0,No,1
1533,Standard,492,12,7.7,48,4,0,No,0
1534,Basic,293,20,5.4,52,0,0,No,0
1535,Basic,238,33,3.5,4,2,0,No,1
1536,Basic,254,29,2.9,32,0,1,No,1
1537,Basic,202,16,9.6,44,2,0,Yes,0
1538,Standard,429,14,5.4,35,2,0,Yes,1
1539,Basic,225,7,5.7,7,1,0,Yes,0
1540,Standard,456,6,9.6,51,2,2,No,0
1541,Standard,423,21,5.0,54,1,1,No,1
1542,Basic,267,22,6.0,5,1,0,No,0
1543,Standard,468,19,3.9,14,1,1,No,0
1544,Basic,203,25,3.4,14,0,0,No,0
1545,Premium,813,3,9.8,52,1,0,No,0
1546,Standard,489,34,9.8,47,3,1,No,0
1547,Premium,706,11,8.0,8,2,0,No,0
1548,Standard,407,27,8.0,55,2,1,No,0
1549,Basic,213,2,7.5,4,1,1,No,0
1550,Standard,498,6,4.5,25,4,0,No,0
1551,Premium,803,2,6.6,22,1,0,Yes,1
1552,Standard,405,17,5.0,15,2,0,No,1
1553,Premium,770,14,0.8,58,1,0,Yes,1
1554,Premium,813,10,8.2,56,1,0,No,0
1555,Basic,213,33,7.1,38,1,1,No,0
1556,Basic,235,12,3.4,34,3,0,Yes,0
1557,Standard,481,32,5.3,9,4,0,No,0
1558,Basic,237,24,8.1,26,3,1,No,0
1559,Premium,832,14,6.3,15,2,1,No,1
1560,Premium,755,5,2.6,20,2,0,No,0
1561,Basic,290,5,3.6,11,0,0,No,0
1562,Basic,279,32,9.7,8,0,1,No,0
1563,Standard,417,33,6.1,15,2,0,No,0
1564,Basic,261,4,8.1,8,1,1,No,0
1565,Premium,857,30,9.7,55,5,1,Yes,1
1566,Basic,273,17,5.1,28,0,0,Yes,0
1567,Standard,477,3,6.7,53,0,0,No,0
1568,Basic,208,13,2.1,22,1,0,Yes,0
1569,Standard,485,18,4.8,38,0,0,No,0
1570,Standard,465,23,7.2,42,0,2,Yes,0
1571,Standard,460,35,5.6,48,2,2,No,1
1572,Basic,201,33,6.9,23,0,0,No,0
1573,Standard,416,17,7.9,21,0,1,Yes,0
1574,Premium,851,34,7.1,54,1,0,Yes,0
1575,Basic,218,12,6.7,30,1,0,No,0
1576,Basic,256,5,6.4,9,0,0,Yes,0
1577,Basic,291,27,4.9,46,2,0,Yes,0
1578,Standard,484,13,4.2,41,1,2,No,1
1579,Standard,448,26,8.7,26,0,0,Yes,0
1580,Standard,477,14,7.6,33,1,0,No,0
1581,Basic,208,32,4.4,47,0,0,Yes,0
1582,Basic,219,11,6.1,38,1,0,Yes,0
1583,Standard,427,16,3.2,23,3,1,No,0
1584,Standard,494,22,5.0,59,1,1,Yes,1
1585,Premium,708,16,7.1,20,0,0,Yes,0
1586,Basic,211,13,6.5,14,3,0,No,1
1587,Standard,445,12,6.2,16,3,1,No,0
1588,Basic,221,18,4.2,53,1,0,No,1
1589,Basic,248,29,3.8,44,1,1,Yes,0
1590,Standard,485,18,7.9,18,0,1,No,0
1591,Standard,493,2,9.4,52,1,0,Yes,1
1592,Premium,830,2,7.1,24,0,1,No,0
1593,Basic,265,3,5.7,54,0,0,Yes,0
1594,Basic,283,29,8.5,39,1,1,Yes,0
1595,Standard,451,8,4.3,21,0,2,Yes,1
1596,Standard,400,11,8.1,40,4,0,No,0
1597,Basic,266,12,4.8,50,2,0,No,0
1598,Basic,263,32,4.9,48,0,0,No,0
1599,Basic,277,4,5.3,41,3,0,No,0
1600,Premium,755,9,5.8,13,0,1,No,0
1601,Basic,295,24,7.8,59,1,0,Yes,0
1602,Basic,268,16,3.4,27,1,0,Yes,1
1603,Basic,205,17,4.8,11,0,0,No,0
1604,Basic,217,22,6.4,26,3,0,No,1
1605,Basic,242,7,7.1,51,1,1,No,0
1606,Standard,461,10,2.6,23,1,0,No,0
1607,Basic,263,29,4.4,21,1,1,No,0
1608,Premium,737,24,2.5,38,2,1,No,1
1609,Basic,281,14,4.6,40,0,1,No,0
1610,Standard,424,14,5.1,49,0,0,Yes,0
1611,Premium,870,25,7.0,38,1,1,No,0
1612,Standard,410,22,1.4,59,0,0,No,0
1613,Standard,420,23,7.3,35,0,0,No,0
1614,Basic,275,32,5.0,22,1,0,No,0
1615,Basic,290,26,5.3,7,2,0,No,0
1616,Standard,412,27,7.9,27,3,1,Yes,0
1617,Premium,784,12,8.7,49,0,0,Yes,1
1618,Standard,428,19,4.7,28,0,0,No,0
1619,Standard,442,19,4.7,14,1,0,No,0
1620,Standard,482,34,5.3,38,0,0,No,0
1621,Standard,489,32,4.7,7,3,1,No,0
1622,Basic,236,29,3.1,27,0,1,No,0
1623,Standard,457,21,5.9,32,4,0,No,0
1624,Premium,868,35,4.7,10,1,0,No,1
1625,Basic,250,5,6.2,41,3,0,No,0
1626,Standard,461,12,9.4,36,2,1,No,1
1627,Basic,259,7,5.8,24,1,0,Yes,1
1628,Standard,432,2,4.5,33,2,1,No,1
1629,Basic,237,25,5.5,21,1,1,No,0
1630,Standard,439,10,6.3,1,0,0,Yes,0
1631,Standard,435,6,5.7,50,0,0,Yes,0
1632,Basic,263,27,4.9,15,2,0,No,0
1633,Standard,477,35,2.7,10,1,0,No,0
1634,Standard,430,10,7.3,13,1,0,No,1
1635,Premium,706,9,4.2,31,0,0,Yes,0
1636,Basic,295,20,8.9,21,2,0,No,0
1637,Basic,216,35,5.3,4,2,0,No,0
1638,Basic,243,8,5.0,35,1,0,Yes,0
1639,Premium,794,31,5.1,22,1,1,No,0
1640,Premium,731,16,6.3,18,0,0,Yes,0
1641,Standard,403,28,4.3,28,1,2,Yes,0
1642,Premium,825,6,4.6,41,1,1,No,0
1643,Standard,472,32,7.2,22,4,1,No,0
1644,Standard,434,28,4.0,59,1,0,No,1
1645,Basic,295,11,7.1,8,0,0,Yes,0
1646,Standard,421,23,7.7,17,2,1,Yes,0
1647,Basic,238,30,7.3,30,1,0,Yes,0
1648,Premium,703,9,6.5,36,1,0,Yes,0
1649,Standard,432,28,2.4,16,2,1,Yes,0
1650,Standard,422,24,3.6,54,0,1,No,0
1651,Basic,215,28,3.3,17,3,0,No,0
1652,Basic,293,24,5.2,26,1,0,No,1
1653,Basic,269,15,6.1,20,2,0,Yes,0
1654,Basic,279,33,3.6,0,2,0,No,0
1655,Basic,290,34,5.7,31,2,1,No,0
1656,Premium,823,22,7.4,13,0,2,No,0
1657,Standard,420,29,4.0,58,3,1,Yes,0
1658,Basic,213,34,4.4,45,1,0,No,1
1659,Basic,213,10,8.4,13,2,0,No,0
1660,Basic,223,30,4.1,32,0,3,No,0
1661,Standard,451,11,6.7,35,1,0,No,0
1662,Standard,419,34,8.5,54,2,0,Yes,1
1663,Premium,800,21,3.6,38,1,0,Yes,0
1664,Standard,464,13,3.8,55,0,0,No,0
1665,Premium,811,25,5.5,11,0,0,No,0
1666,Premium,730,21,6.1,44,2,2,Yes,1
1667,Basic,219,1,4.7,24,2,1,No,0
1668,Premium,894,5,9.9,14,0,2,Yes,0
1669,Basic,242,22,7.1,19,1,2,Yes,0
1670,Premium,781,7,4.4,33,2,0,No,1
1671,Basic,264,13,3.3,57,2,1,No,1
1672,Premium,712,23,5.9,59,0,1,No,0
1673,Premium,713,21,6.9,13,2,0,No,0
1674,Premium,846,6,9.7,29,0,0,No,0
1675,Standard,432,20,6.2,43,1,0,No,0
1676,Basic,234,12,5.5,12,2,1,No,0
1677,Basic,281,9,4.0,13,2,0,No,0
1678,Basic,207,28,6.7,28,1,0,No,0
1679,Basic,269,11,8.0,25,0,1,Yes,0
1680,Standard,428,32,2.4,2,0,0,No,0
1681,Basic,275,11,6.1,24,0,0,Yes,0
1682,Premium,889,24,4.0,26,2,0,No,0
1683,Standard,433,15,3.3,44,0,2,No,1
1684,Premium,839,35,9.4,39,1,0,No,0
1685,Basic,277,17,7.8,15,0,0,No,0
1686,Premium,872,25,4.8,37,3,0,Yes,1
1687,Premium,882,35,5.7,10,1,0,Yes,0
1688,Standard,407,19,5.4,28,1,0,No,0
1689,Standard,485,31,3.7,46,1,0,Yes,1
1690,Standard,434,17,4.9,50,1,0,No,0
1691,Basic,201,23,7.6,57,1,0,Yes,1
1692,Standard,496,1,4.9,23,1,0,No,0
1693,Basic,217,10,6.9,28,1,0,No,0
1694,Basic,226,8,4.9,33,1,1,No,0
1695,Basic,221,26,3.6,10,1,1,Yes,0
1696,Basic,205,34,8.4,19,3,0,No,0
1697,Basic,274,19,1.7,19,0,1,No,0
1698,Basic,212,14,9.6,8,1,0,No,0
1699,Premium,744,8,8.0,55,4,0,No,0
1700,Standard,413,1,6.4,22,0,1,Yes,0
1701,Premium,893,25,5.1,35,1,1,Yes,1
1702,Basic,213,24,5.3,54,1,1,No,1
1703,Basic,249,20,6.4,48,0,1,Yes,0
1704,Standard,486,30,6.4,26,2,0,Yes,0
1705,Basic,206,5,4.1,23,1,0,Yes,0
1706,Basic,267,3,6.1,39,1,0,No,0
1707,Standard,460,32,6.5,24,3,0,No,1
1708,Basic,249,17,5.4,24,2,0,No,0
1709,Standard,461,5,10.5,47,2,1,No,0
1710,Standard,466,11,5.7,32,0,0,No,0
1711,Basic,276,4,2.5,30,1,0,No,1
1712,Basic,214,19,4.0,9,1,1,Yes,0
1713,Standard,482,23,7.4,38,1,0,No,0
1714,Standard,422,17,4.6,14,2,2,No,0
1715,Basic,204,13,4.0,0,3,0,No,1
1716,Premium,817,27,8.8,53,0,1,No,0
1717,Basic,255,1,6.3,15,1,0,No,0
1718,Standard,429,2,4.8,20,2,0,No,0
1719,Premium,704,18,0.5,58,0,0,No,0
1720,Basic,297,33,7.2,1,1,1,No,0
1721,Basic,277,2,6.0,2,1,1,No,1
1722,Basic,227,4,8.6,14,1,0,No,0
1723,Basic,265,16,3.8,31,0,0,No,0
1724,Basic,273,4,5.3,55,2,0,Yes,0
1725,Standard,401,9,6.6,49,1,0,No,0
1726,Basic,226,21,8.5,46,2,0,No,0
1727,Standard,472,23,6.5,26,2,2,Yes,0
1728,Premium,812,2,4.6,35,1,1,No,0
1729,Premium,795,3,8.6,34,2,0,No,0
1730,Standard,446,23,5.4,59,1,1,No,0
1731,Basic,278,26,6.4,38,2,1,No,0
1732,Standard,408,7,7.5,23,3,1,No,0
1733,Standard,431,33,9.1,51,0,1,No,0
1734,Basic,298,4,6.7,53,1,0,No,0
1735,Basic,265,23,11.2,50,2,0,No,0
1736,Premium,895,25,5.8,54,1,0,Yes,0
1737,Basic,210,26,6.6,7,3,0,No,0
1738,Basic,255,28,4.8,6,2,0,No,0
1739,Basic,242,28,6.6,3,1,0,No,0
1740,Basic,211,21,6.6,29,2,0,No,0
1741,Premium,850,10,8.1,9,1,0,Yes,0
1742,Standard,442,27,6.9,59,1,3,Yes,0
1743,Standard,455,15,4.9,24,1,0,No,0
1744,Basic,294,17,6.5,41,1,0,No,0
1745,Basic,214,35,4.7,46,2,3,No,0
1746,Standard,494,5,7.1,31,1,0,No,1
1747,Basic,298,16,4.9,55,1,0,Yes,1
1748,Basic,219,23,3.2,53,3,0,No,0
1749,Standard,474,9,3.7,31,0,1,No,0
1750,Basic,249,33,3.7,49,1,0,No,0
1751,Standard,419,35,4.9,31,2,1,No,0
1752,Basic,258,24,4.3,9,2,1,Yes,0
1753,Basic,249,24,6.0,54,1,0,No,0
1754,Basic,219,24,5.2,8,1,1,Yes,1
1755,Premium,805,19,7.0,24,2,0,No,0
1756,Premium,824,25,6.8,24,2,1,No,0
1757,Premium,832,31,5.4,40,0,0,No,0
1758,Standard,471,25,8.5,53,1,0,No,0
1759,Basic,263,27,4.1,15,1,0,Yes,0
1760,Standard,474,32,8.0,48,1,0,Yes,0
1761,Standard,456,11,6.3,15,0,0,No,0
1762,Premium,776,5,5.2,29,1,1,Yes,1
1763,Basic,204,33,8.3,37,0,1,No,0
1764,Standard,463,19,7.1,4,1,0,No,0
1765,Basic,284,16,3.8,6,2,0,Yes,1
1766,Basic,232,35,6.7,12,2,2,Yes,0
1767,Standard,454,11,6.7,7,0,0,No,0
1768,Standard,473,11,8.0,32,0,0,No,0
1769,Basic,201,10,7.2,9,0,0,No,0
1770,Basic,240,34,7.3,51,1,0,Yes,1
1771,Standard,460,5,5.1,19,0,0,No,0
1772,Standard,404,23,5.6,31,2,0,Yes,0
1773,Premium,704,25,5.5,28,0,0,No,0
1774,Premium,889,29,2.8,0,1,0,No,0
1775,Standard,418,13,8.6,26,1,0,No,0
1776,Basic,219,32,3.8,19,2,0,No,0
1777,Standard,400,34,6.5,54,1,0,Yes,1
1778,Basic,288,12,5.3,13,0,0,Yes,0
1779,Basic,293,24,5.5,14,0,0,No,0
1780,Premium,788,21,7.4,5,1,1,Yes,0
1781,Basic,254,29,4.4,51,0,0,No,0
1782,Premium,794,23,6.9,1,3,0,No,0
1783,Standard,408,33,6.9,59,0,1,No,0
1784,Standard,485,8,4.4,28,2,0,Yes,0
1785,Standard,468,13,7.8,38,2,1,No,0
1786,Premium,849,5,8.7,55,1,0,No,1
1787,Standard,490,10,10.0,56,1,1,No,0
1788,Standard,428,14,5.5,56,1,2,No,0
1789,Basic,276,24,6.4,31,0,0,Yes,0
1790,Standard,435,11,6.5,51,1,2,No,1
1791,Basic,253,3,7.3,50,2,0,No,1
1792,Standard,494,29,9.5,4,3,0,No,0
1793,Standard,447,30,7.0,21,1,0,No,0
1794,Standard,432,7,7.0,27,1,3,No,0
1795,Basic,242,17,3.8,31,0,1,No,1
1796,Basic,220,20,10.1,28,1,0,Yes,1
1797,Standard,429,11,5.0,39,0,0,No,1
1798,Basic,205,25,0.7,2,1,0,No,0
1799,Basic,219,24,1.4,30,0,1,No,0
1800,Basic,214,2,6.7,12,1,0,No,0
1801,Premium,718,27,3.5,5,1,2,No,0
1802,Standard,441,19,6.1,20,1,1,Yes,1
1803,Basic,242,29,3.0,54,0,2,No,1
1804,Basic,245,11,6.6,13,2,0,No,1
1805,Basic,217,19,7.1,24,1,0,No,0
1806,Standard,446,28,6.4,6,0,0,Yes,0
1807,Standard,494,21,4.6,42,2,0,No,1
1808,Basic,277,26,7.8,21,0,2,No,0
1809,Basic,267,22,5.2,31,0,0,No,0
1810,Basic,209,6,5.6,40,3,0,No,1
1811,Standard,477,11,5.0,31,1,0,No,0
1812,Standard,427,14,5.5,41,1,0,No,0
1813,Basic,243,2,9.7,51,2,1,No,1
1814,Basic,266,20,6.0,29,0,1,No,0
1815,Basic,234,22,3.5,16,2,1,No,0
1816,Premium,874,4,4.1,39,0,1,Yes,0
1817,Basic,285,29,5.4,53,1,2,No,1
1818,Standard,413,24,4.4,37,3,0,No,0
1819,Standard,442,1,7.9,20,1,2,No,1
1820,Basic,265,24,3.2,25,0,0,No,0
1821,Basic,294,30,5.8,42,1,1,No,0
1822,Basic,272,12,8.0,2,0,0,Yes,0
1823,Standard,438,19,4.7,37,2,0,No,0
1824,Standard,484,4,6.9,16,2,1,No,0
1825,Standard,412,15,5.9,38,2,0,Yes,0
1826,Standard,461,20,5.9,5,0,1,No,0
1827,Basic,279,20,7.0,20,3,1,Yes,1
1828,Premium,749,21,2.3,44,2,0,No,1
1829,Standard,477,10,8.4,45,1,0,No,0
1830,Basic,256,30,2.2,50,0,0,No,0
1831,Premium,713,24,8.3,39,1,1,Yes,0
1832,Standard,463,3,6.9,12,0,1,No,1
1833,Standard,486,29,6.9,51,1,1,No,1
1834,Standard,453,8,9.2,8,0,0,No,0
1835,Premium,774,29,8.4,56,0,3,No,0
1836,Standard,408,10,7.6,4,1,0,No,0
1837,Basic,240,5,5.4,42,3,2,Yes,1
1838,Basic,293,11,5.3,6,2,0,No,0
1839,Premium,709,4,7.7,37,0,0,No,0
1840,Basic,214,35,6.9,43,2,0,No,0
1841,Basic,271,12,6.6,43,0,0,Yes,0
1842,Basic,276,21,5.9,37,1,0,No,0
1843,Basic,217,16,5.2,30,2,1,Yes,0
1844,Standard,429,14,3.2,3,2,2,No,0
1845,Premium,879,21,7.3,57,0,1,No,0
1846,Basic,288,27,5.6,12,2,0,Yes,1
1847,Basic,206,1,5.5,43,2,0,No,1
1848,Basic,222,1,2.4,14,1,0,No,1
1849,Premium,834,22,6.2,39,0,0,No,1
1850,Standard,481,15,3.3,12,2,0,Yes,1
1851,Basic,246,20,5.1,42,0,1,No,0
1852,Premium,856,3,7.6,42,2,3,No,1
1853,Premium,756,14,6.1,42,0,0,No,0
1854,Premium,784,9,5.8,25,2,1,Yes,0
1855,Premium,753,19,4.5,18,1,0,No,0
1856,Basic,271,34,4.9,52,1,0,Yes,0
1857,Standard,460,4,9.2,48,0,1,Yes,1
1858,Standard,446,33,7.6,0,3,2,No,0
1859,Premium,830,2,5.1,12,1,0,Yes,0
1860,Standard,435,27,5.8,24,2,0,No,0
1861,Standard,406,17,6.5,19,0,0,No,0
1862,Standard,399,31,6.9,40,0,0,Yes,0
1863,Basic,290,6,6.0,22,1,2,No,0
1864,Standard,468,31,2.5,57,1,0,No,1
1865,Premium,745,3,5.9,23,0,1,No,1
1866,Premium,703,3,5.8,42,3,1,No,1
1867,Basic,248,33,10.1,40,0,0,No,0
1868,Basic,222,13,11.4,48,0,0,No,0
1869,Basic,245,21,7.3,38,2,0,No,0
1870,Standard,416,16,4.6,39,1,3,No,1
